0,-3.002150297164917
1,-1.680405855178833
2,-1.5520845651626587
3,-1.29762864112854
4,-1.686129093170166
5,-3.243917465209961
6,-1.107300043106079
7,-1.5772795677185059
8,-2.9200472831726074
9,-2.557816743850708
10,-4.256956577301025
11,-2.919351816177368
12,-0.06275498867034912
13,-3.5235202312469482
14,-2.2553467750549316
15,-2.4893949031829834
16,-1.9262090921401978
17,-2.0179874897003174
18,-1.4930469989776611
19,-2.4892683029174805
20,-2.6707067489624023
21,-2.234311580657959
22,-1.8425215482711792
23,-2.292022466659546
24,-1.2585811614990234
25,-2.6898410320281982
26,-2.314811944961548
27,-1.477535367012024
28,-2.4677224159240723
29,-1.9645291566848755
30,-2.5560383796691895
31,-2.185739040374756
32,-3.153524875640869
33,-2.1889238357543945
34,-1.2086210250854492
35,-2.392559289932251
36,-2.016526937484741
37,-2.762007474899292
38,-2.796903371810913
39,-2.0547924041748047
40,-1.3216164112091064
41,-2.5395686626434326
42,-2.252835750579834
43,-2.4985132217407227
44,-1.9807045459747314
45,-2.003148317337036
46,-3.157033920288086
47,-1.4123824834823608
48,-2.2968482971191406
49,-1.8212122917175293
50,-2.3289761543273926
51,-2.7551887035369873
52,-2.229569911956787
53,-1.6909253597259521
54,-1.7902052402496338
55,-2.3930375576019287
56,-1.3429474830627441
57,-2.3282294273376465
58,-2.5672264099121094
59,-1.9373071193695068
60,-1.9190380573272705
61,-2.182917833328247
62,-2.308187484741211
63,-0.06290478259325027
64,-2.310009479522705
65,-3.182616949081421
66,-2.7411532402038574
67,-1.9560452699661255
68,-2.6821651458740234
69,-2.1169207096099854
70,-2.911074638366699
71,-2.1022374629974365
72,-0.9995077848434448
73,-3.217679500579834
74,-1.3246253728866577
75,-0.9255583882331848
76,-2.557159662246704
77,-2.4522974491119385
78,-2.123441696166992
79,-2.245547294616699
80,-2.0160515308380127
81,-2.6226067543029785
82,-2.7786922454833984
83,-1.9513120651245117
84,-2.3887951374053955
85,-1.8564047813415527
86,-2.952476978302002
87,-2.8931546211242676
88,-1.7631431818008423
89,-1.556885004043579
90,-2.227447509765625
91,-2.023533344268799
92,-2.109577178955078
93,-1.365954875946045
94,-2.3359975814819336
95,-2.3239099979400635
96,-2.024355411529541
97,-2.5402326583862305
98,-2.183048963546753
99,-1.7682521343231201
100,-0.11684046685695648
101,-1.1894057989120483
102,-0.46639275550842285
103,-2.1449038982391357
104,-2.510554313659668
105,-1.967861294746399
106,-2.2031188011169434
107,-2.329650640487671
108,-2.7102110385894775
109,-2.8436741828918457
110,-2.9339687824249268
111,-2.7311666011810303
112,-2.6271605491638184
113,-1.4457694292068481
114,-2.079817771911621
115,-3.028508424758911
116,-4.732203960418701
117,-2.2147088050842285
118,-0.0662245973944664
119,-2.1027450561523438
120,-3.366795301437378
121,-3.953678607940674
122,-2.255683183670044
123,-1.5133695602416992
124,-3.3388280868530273
125,-2.5909690856933594
126,-2.2292487621307373
127,-2.600162982940674
128,-2.3936142921447754
129,-2.088176965713501
130,-1.3300375938415527
131,-2.101757526397705
132,-1.9760853052139282
133,-3.2460670471191406
134,-0.0050859833136200905
135,-1.4453977346420288
136,-1.2206640243530273
137,-2.4428136348724365
138,-2.6044347286224365
139,-2.280402660369873
140,-3.4251160621643066
141,-2.400059461593628
142,-2.1509406566619873
143,-2.9224040508270264
144,-2.9159579277038574
145,-2.604097366333008
146,-2.183958053588867
147,-2.3913733959198
148,-0.31222474575042725
149,-2.884565830230713
150,-3.158660411834717
151,-2.012441635131836
152,-1.9454258680343628
153,-2.004469633102417
154,-2.586879253387451
155,-1.5031170845031738
156,-3.233025312423706
157,-2.464240074157715
158,-2.411210298538208
159,-2.8055975437164307
160,-1.5686767101287842
161,0.0
162,-0.9633685350418091
163,-2.1194679737091064
164,-2.072450876235962
165,-2.519279956817627
166,-2.1225945949554443
167,-1.8577673435211182
168,-2.025353193283081
169,-2.988285541534424
170,-1.9559648036956787
